hash,repository_name,qwenmax_optimization_summary_final,qwenmax_is_generic_optimization_final,dsv3_optimization_summary_final,dsv3_is_generic_optimization_final
821da6a556fb94425080b975d177ebfba624c10e,cadical,The optimization strategy involved making the LRAT (Linear RAT) proof generation for assumptions more memory efficient by reducing unnecessary memory allocations or usage.,False,The optimization strategy involved making the LRAT (Linear Resolution Asymmetric Tautology) for assumptions more memory efficient.,False
68c4fa31aa52765314b4285a7835368ea35b509c,android_kernel_oneplus_msm8998,The optimization avoids unnecessary spinlocks by calling a locked version of the function under an existing lock.,False,The optimization strategy avoids redundant spinlocks by calling `ttm_eu_backoff_reservation_locked` under the existing lru spinlock.,False
8df1c07ddb4758814068b64af831ba41254f32bc,server,The optimization strategy involved simplifying or reducing unnecessary computations within the `leafentry_disksize` function to improve its execution speed.,False,The optimization strategy involved reducing redundant calculations and simplifying the logic in the `leafentry_disksize` function to improve its performance.,True
de202d8ac5235c11f6e64d2e398a471c0a14a72c,prboom-plus-rt,The optimization strategy involved replacing a static array and memory copying with a more efficient and universal implementation in the R_ShowStats() function.,False,The optimization strategy involved removing a static array and memory copying in the R_ShowStats() function to improve performance and universality.,True
60588bfa223ff675b95f866249f90616613fbe31,kmsan,The optimization strategy limits the number of CPUs scanned in `select_idle_cpu()` by using a per-CPU mask to avoid unnecessary checks and potential stack overflow.,False,The optimization strategy involves using a per-CPU pointer 'select_idle_mask' to prevent stack overflow and improve efficiency in scanning for idle CPUs within the LLC domain.,False
a3732ee4d3b54b47c3319bb8ecfbed5c83975340,cheerp-compiler,The optimization strategy propagates section information to optimized global variables to potentially improve linking and memory layout efficiency.,False,The optimization strategy involves propagating section attributes to optimized global variables to improve memory layout and access efficiency.,True
b8a09bd0f461b93ded0a3f3532690e24b570bab1,32blit-sdk,The optimization avoids copying the entire screen surface by directly manipulating the screen mode without unnecessary data duplication.,True,The optimization strategy avoids copying the entire screen surface in the `set_screen_mode` function to reduce overhead.,True
8608c03b76b20aa4a1e4786e32799f13d82e9e25,pipewire,"The optimization strategy involved moving timestamping outside of an unlikely block to reduce jitter in IRQ-based software timestamping, improving timer-sensitive code performance.",False,The optimization strategy involved moving timestamping outside of an unlikely block to reduce jitter and improve timer-sensitive code performance.,False
0708cc582f0fe2578eaab722841caf2b4f8cfe37,android_kernel_oneplus_msm8998,The optimization strategy involved adding a hardware-specific quirk to reduce CPU load by adjusting the `position_fix` parameter for a specific audio device.,False,The optimization strategy involved adding a position_fix quirk to reduce high CPU load caused by PulseAudio and application interactions with the audio device.,False
b306320322c9cfaa465bc2c7367acf6072b1ac0e,kmsan,The optimization strategy skips zero-length SPI transfers in the default `transfer_one_message()` implementation to avoid unnecessary processing and potential crashes.,False,The optimization strategy involves skipping zero-length SPI transfers to avoid crashes and unnecessary processing.,True
92b3dc1cbffdb8e3d6370e6de7584980e3192253,libfabric,The optimization disables the delivery complete feature for inject operations to avoid unnecessary overhead since completions are not required for such messages.,False,"The optimization strategy involves disabling the delivery complete feature for `fi_inject` messages to avoid unnecessary completion entries, thereby improving performance.",False
917ac7d4131795bfd84694a07364e6bba2d8693a,v8,The optimization improves range analysis for smi phi nodes by refining the inference logic to reduce unnecessary computations.,False,The optimization strategy improves range analysis for small integer (SMI) phi nodes to enhance performance by refining the inference of value ranges.,False
3e9ba6684d5ac9c48a1741566b1c1ce781e77125,GammaRay,The optimization strategy used is replacing the erase operation with a swap-and-pop approach to avoid expensive element shifting in QVector.,True,The optimization strategy involved swapping the element to be removed with the last element in a QVector and then popping the last element to avoid costly object moves during erasure.,True
a875fd1620ffb65f4e0d488f7fe1fba62cf9fedd,kmsan,The optimization flags contiguous TX buffer elements to enable hardware-level data access optimizations for specific skb layouts.,False,The optimization strategy involves flagging contiguous TX buffer elements to enable hardware to optimize data access for specific skb layouts.,False
518ebe1902916a6232f83cd1effbd5cc9c27c8cf,freeradius-server,The optimization strategy involved restructuring the initialization of fields to reduce redundant operations and improve efficiency.,False,The optimization strategy involved more efficient field initialization to reduce overhead in the `mod_enqueue` function.,True
e3951631b987e2be6f9fd46df8c48d23c68e09fb,n3n,The optimization strategy involved reducing unnecessary overhead in the benchmark loop to improve packet processing speed.,True,The optimization strategy involved improving the benchmark performance by adjusting the timing and packet handling in the `run_transop_benchmark` function.,False
a247e83bb45da02d79c85301bfa8068735aa1649,wiredtiger,"The optimization avoids acquiring and releasing the overflow lock when the cell type is known to be WT_CELL_VALUE_OVFL_RM, as re-instantiation of the value is not possible.",False,"The optimization strategy involves bypassing the acquisition and release of an overflow lock when the on-page overflow cell is known to be of a specific type (WT_CELL_VALUE_OVFL_RM), as it does not require re-instantiation.",False
e1fdf7b3f0046b87bbf6d3464a0fe2b8ab9f6f59,openvino,The optimization strategy involved refining the logic in the `customIsSupported` function to improve performance by reducing unnecessary checks or computations.,False,The optimization strategy involved addressing performance degradation in the deconvolution layer by modifying the customIsSupported function to improve efficiency in noise suppression scenarios for FP16 operations.,False
d021074c0dc7ddfe7a7a814430f39b6746ca4132,hhvm,The optimization introduces a fast path for `nullptr` checks in `AtomicCoreCachedSharedPtr::get()` to avoid unnecessary protection logic when the storage is empty.,True,The optimization strategy adds a fast path for `nullptr` in `AtomicCoreCachedSharedPtr::get()` to avoid unnecessary protection when the storage is `nullptr`.,True
55652043c83c463ce57b7748e01c6d12bb5bf9fe,rocksdb,The optimization strategy involved passing a function parameter by reference to avoid unnecessary copying and improve performance.,True,The optimization strategy involved passing a function parameter by reference instead of by value to avoid unnecessary copying.,True
c6ddbe1ed526a010fa9537f0e531976686078ccb,open_evse,The optimization strategy involved replacing a standard square root implementation with a more efficient algorithm that reduces both execution time and compiled code size while maintaining correctness.,True,The optimization strategy involved improving the square root function to be faster and more space-efficient while maintaining the same results.,True
3061a2776e3265e10d87c0416bd1c9da1f3bc16a,scarab-osd,The optimization strategy reorders switch-case statements in an ISR to prioritize faster execution of important cases based on their likelihood of occurrence.,False,The optimization strategy involved reordering cases in a switch statement to prioritize faster execution of important cases.,True
23eaecf02dedf0a5a25e1cdbfdfc7b8c70c17a56,platform_system_core,The optimization strategy involves changing the SD card mounting process to be synchronous to gather performance data related to system regressions.,False,The optimization strategy involves mounting the SD card synchronously to investigate performance regressions related to SD card access.,False
6fee27a09d894c820f474ca26610cfcd9ac81c54,naemon-core,The optimization strategy involved reducing unnecessary iterations or operations in the test code to improve execution speed.,False,"The optimization strategy involved modifying the test_timeperiods.c file to improve performance, likely by refining time period calculations or reducing redundant operations.",False
c074b18f8d4510713f6d66149213510428eae6f1,qt-creator,The optimization strategy involved improving the hash code generation for literals to reduce performance overhead when handling numerous unique literals.,False,The optimization strategy involved improving the `Literal::hashCode` function to enhance performance when handling files with numerous unique literals.,True
e8c0cea5f9affac2e6192842bb81a5f16fe69c8e,ladybird,"The optimization strategy used right shift operations to efficiently extract type tags in equality code generation, reducing computational overhead.",True,"The optimization strategy used a right shift operation to extract type tags in equality code generation, improving performance by reducing computational overhead.",True
cf359f6a7ef0bc249cc5c7e1cd51b72962b7933b,hhvm,The optimization strategy involved modifying the code to utilize SIMD registers to break cycles and improve performance.,False,"The optimization strategy involves ensuring that a SIMD (Single Instruction, Multiple Data) register is used to break cycles, leveraging SIMD capabilities for performance improvement.",False
73067b1ef11ea1f085ccc2f721c46be7a30c0438,dolphin,The optimization strategy involved improving the efficiency of linking continuous blocks in the JIT compiler by reducing unnecessary operations or overhead.,False,The optimization strategy involves faster linking of continuous blocks in the JIT cache to improve performance.,False
0f3cc9a72e193e7ade68889ab030729cae2c8ba0,cheribsd,"The optimization strategy adjusts the `steal_thresh` parameter to be dynamically set based on the logarithm of the number of CPUs, improving load balancing efficiency across different CPU configurations.",False,The optimization strategy involves adjusting the `steal_thresh` parameter to `log2(ncpus)` to improve load balancing on machines with different CPU counts.,False
8228f2b5465e41e537d6bd972123270fca484ced,drm-kmod,The optimization strategy avoids unnecessary expensive bandwidth revalidation calls by restricting them to medium and fast updates only when required.,False,The optimization strategy involves conditionally skipping an expensive bandwidth revalidation call during fast updates to improve performance.,False
64cedae3cfeff626ad453db696e7e57b75d591f5,nap,The optimization strategy used was replacing `insert` with `emplace` to avoid unnecessary copy operations and improve performance.,True,The optimization strategy used was replacing `insert` with `emplace` to avoid unnecessary copying of objects.,True
6533a3636d5dfdb46062f90102b54b750f1b47cf,rethinkdb,The optimization strategy involved adjusting the flush waiting threshold to reduce latency by changing when data is flushed to storage.,False,The optimization strategy involved adjusting the flush waiting threshold to reduce latency.,False
ccaa910c3540a89beb078f1dd5f344fac7080441,yugabyte-db,The optimization strategy involves caching the client IP address once per backend lifetime to avoid repeated expensive operations.,False,The optimization strategy involves caching the client IP address once per backend lifetime to avoid repeated expensive operations.,True
a502a86dc1cddd1e25ce1994dd812003fdd5cee8,opm-simulators,The optimization strategy involved replacing the existing data structure with a ThreadSafeMapBuilder to prepare for multithreading in the loop.,False,The optimization strategy involves using ThreadSafeMapBuilder for diffusivity_ to prepare for multithreading the loop.,False
8c7cac42838bb4f0e9a4ab8345933445db36a7aa,mintty,The optimization strategy limits width checking to specific symbol ranges to reduce unnecessary computations.,False,The optimization strategy limits width checking to specific symbol ranges to reduce unnecessary computations and improve performance.,False
2d692e9e87d8b2b438fd21dfae6749d573c4d5b8,AshamaneCore,The optimization strategy involved reducing redundant database queries by caching results during waypoint script loading.,False,The optimization strategy involved improving the efficiency of waypoint script loading by reducing redundant data processing and streamlining access patterns.,False
08954743b61c0441119ebed0098880fdafe07543,RaZ,The optimization strategy involves directly testing the triangle in a leaf node before performing an AABB check to avoid unnecessary operations and potentially reduce irrelevant data processing.,False,The optimization strategy involves directly testing the triangle in a leaf node instead of first testing the AABB to avoid unnecessary operations and improve query performance.,False
5db8831fb0c3a4a23f76522925253fc64e07ff9d,tcl,The optimization avoids unnecessary memory allocations by leveraging the EOF state to prevent worthless buffer allocations during input operations.,False,The optimization strategy involved leveraging the EOF state to prevent unnecessary memory allocations.,True
5e22b757a82a29269bfba7b1828ba8d078331c95,drm-kmod,"Increased the size of user LRC rings to allow compute contexts to submit more work without blocking userspace, reducing stalls during workload execution.",False,"The optimization strategy involves increasing the ring size for compute contexts to allow more work submissions without blocking userspace, reducing the likelihood of stalling during workloads.",False
fdc00aef69df9646bd29c5d18be728b64f15e343,petsc,The optimization strategy involved restructuring the computation of metrics to reduce redundant calculations and improve efficiency.,False,The optimization strategy involved updating the metric computations in the `ComputeMetric` function to improve performance.,False
7eacea4c518a46664f6f388143bcd74c9c0c9e71,ClickHouse,The optimization strategy involves refining the logic for determining if a partition key suits a group-by key to reduce unnecessary computations.,False,The optimization strategy involves modifying the `isPartitionKeySuitsGroupByKey` function to improve the efficiency of data parallel aggregation by better aligning partition keys with group-by keys.,False
5d20a8f80193685877ae3c57e676240e6f2384b3,php-src,"The optimization strategy involved reusing a precomputed hash value instead of recalculating it, reducing redundant computations.",True,"The optimization strategy involves reusing a precomputed hash value instead of recalculating it, reducing redundant computations.",True
7130aeef991f52166a2102dc70016e67e6047765,icu,"The optimization strategy involved restructuring the loop logic in `_MBCSFromUnicodeWithOffsets` to use a `goto` statement to jump directly into the loop, reducing redundant computations and improving performance.",False,"The optimization strategy involved using a `goto` statement to enter a loop directly, reducing overhead from loop initialization.",True
c23ae082099b52952db027123b047a09ab5d8744,vlc,The optimization reduces buffering delay by aligning the demuxer's frame processing time closer to the target frame interval for smoother playback.,False,"The optimization strategy involves adjusting the delay between demuxer calls to align with the frame rate of a 60 FPS video, ensuring the buffering level remains optimal.",False
c0743209e2d380fd03a6042650c7cda2bf4d0674,plumed2,"The optimization strategy reduces unnecessary computations by limiting the number of shift vectors tested, leveraging the reduced cell information.",False,"The optimization strategy reduces the number of shift vectors tested by leveraging the reduced cell, thereby minimizing unnecessary computations.",False
97a86940cc81c458094214f21ee9949291a0e25c,qulacs,The optimization strategy involved replacing `std::find()` with precomputed indices to reduce the overhead of repeated searches for parametric gates.,True,The optimization strategy involved removing `std::find()` and precalculating the locations of parametric gates to improve performance.,True
82e8e9e26bb16d1af07a26741bcf63d8342e4336,rocksdb,The optimization strategy used a merge operation on two sorted arrays to reduce the time complexity of the `SaveTo()` function to linear time.,True,The optimization strategy used was merging two sorted arrays (`base_files` and `added_files`) to reduce the complexity of the `SaveTo` function to linear time.,True
9125969086bfa1bf804b246ea574a2329b06d2c5,gccrs,The optimization ensures proper handling of mask arguments for SIMD clone calls by using a VEC_COND_EXPR to generate valid mask values instead of directly converting the vector mask.,False,The optimization strategy involves properly handling invariant and loop mask passing in SIMD clone calls by using VEC_COND_EXPR to generate mask elements with 1 or 0 values.,False
4fbae77929e6344bc49ab60af10a9c5ff21d2cdf,bitcoin,The optimization strategy involved modifying the `COutPoint` constructors to reduce unnecessary initializations and improve construction efficiency.,True,The optimization strategy involved improving the efficiency of COutPoint constructors by reducing unnecessary operations or overhead.,True
83d0820e58ba45242e71bd15ae1917991829b1a1,skyscraper,The optimization strategy involved replacing the use of `bits` with `constBits` to avoid unnecessary data copying and improve efficiency.,True,The optimization strategy involves using `constBits` instead of `bits` to improve efficiency by leveraging const-correctness and potentially reducing unnecessary copying or modification overhead.,True
c5e8f441b6b5fb6cb25ecd1d621144ff80794ec6,android_kernel_xiaomi_sm8150,"The optimization strategy fixes rx reordering latency by ensuring reordering is only bypassed for packets with a no-ack policy, addressing incorrect handling of non-explicit/psmp ack policies.",False,The optimization strategy involves bypassing reordering only for packets with a no-ack policy to reduce latency in QoS ack policy scenarios.,False
121bf54b822673237859486a2dea2863c3c14e06,SIRIUS,"The optimization strategy involved reverting to a previously used, faster computational method for solving a specific problem in the code.",False,The optimization strategy involved switching back to a faster method for solving a specific problem in the Band::solve_for_kset function.,False
68e3a70527436188826609568d6fb105bee20c1a,darktable,The optimization strategy involved reducing the frequency of clock readings and enhancing debugging output efficiency in the pixelpipe processing function.,False,The optimization strategy involves avoiding unnecessary clock readings and improving debugging output to enhance performance.,True
8caedfe81e0f03423fe46f05274b3590e2bb9416,Hercules,The optimization avoids unnecessary calculations by checking a configuration flag before performing certain operations.,False,The optimization strategy involves skipping unnecessary calculations for users with `battle_config.ksprotection` disabled to improve performance.,False
46194b4f5c2f266c59d9c38d7d7a29ad08042ab7,canairio_firmware,The optimization strategy involved reordering the OTA loop to improve memory management and free flow during execution.,False,The optimization strategy involved reordering the OTA loop to improve memory deallocation flow.,False
249176cc0ba651b523374c95ad014028b7afa88b,john,The optimization forces auto-tuning in the OpenCL rawSHA512 implementation to improve cracking performance by adapting to hardware capabilities.,False,The optimization strategy involved enabling auto-tuning in the OpenCL rawSHA512 implementation to improve cracking performance.,False
d451fb9a6257e1cc93baf1b2b9bcd52dc4a762e1,OpenTESArena,"The optimization caches voxel grid dimensions to avoid repeated getter calls, reducing function call overhead in performance-critical code.",True,"The optimization strategy involved caching voxel grid dimensions to avoid repeated getter calls, improving performance by reducing function call overhead.",True
bdad106358ae177d1345f5ff85c0e38cfeb5ca90,qt,"The optimization leverages the SSE4.1 instruction PBLENDVB to replace multiple SSE2 instructions, reducing instruction count and improving SIMD performance for the `toLatin1` function.",False,The optimization strategy used involves replacing three SSE2 instructions with a single SSE4.1 instruction (PBLENDVB) to improve performance in the toLatin1 function.,True
5974446523ab87f7b36a9a924e004487e985ff29,kicad-source-mirror,The optimization reduces inefficiency in r-tree filtering by adjusting a heuristic parameter to better leverage spatial indexing in dense designs.,False,"The optimization strategy involved adjusting the r-tree filtering parameter from a fixed ""4x worst"" value to a value slightly above the worst clearance to improve performance in dense designs.",False
687460ce7f68ab0621d42ed00ca6fbce4e940121,simde,The optimization strategy involved manually implementing shuffles to replace operations that the autovectorizer could not optimize.,False,The optimization strategy involved manually implementing vectorized operations using shuffles to bypass the autovectorizer's limitations.,False
e338bbed44d09c08b7ca047ff0914ed01d3917fd,qtdeclarative,The optimization strategy involved replacing QList with QVarLengthArray to reduce memory allocations and improve performance in the `didYouMean` function.,True,The optimization strategy involved replacing QList with QVarLengthArray to reduce allocation overhead and improve runtime performance.,True
4a278393bda27e62e2e08fb4d000350c0ce83578,wiredtiger,"The optimization strategy involved changing the default statistics configuration to ""fast"" mode in wtperf to reduce overhead.",False,"The optimization strategy involves defaulting to ""fast"" statistics in wtperf to improve performance by reducing the overhead of detailed statistical collection.",False
a9ef0a8af81f4822e8f6190a172747777d0b32af,qt-creator,The optimization strategy replaced iteration over all documents with a faster lookup to improve performance.,True,The optimization strategy replaced iteration over all documents with a faster lookup method to improve performance.,True
4e802e90caa14d95ea56a68faabcd95d2c7702f1,duckstation,The optimization moves the voice key off/on operations outside of the sample loop to reduce redundant checks and improve performance.,True,The optimization strategy involved moving the voice key off/on operations outside the sample loop to reduce redundant checks and improve performance.,True
bb52073645a618ab4d93c8d932fb8faf114c55bc,kmsan,The optimization strategy involves specializing the handling of the XDP_REDIRECT verdict in the AF_XDP zero-copy path to improve throughput for packets directed to user space.,False,"The optimization strategy focuses on enhancing the performance of the XDP_REDIRECT verdict path in the xsk zero-copy path by prioritizing packets directed to user space, which is common in AF_XDP zero-copy scenarios.",False
f0accf683ecf8e5056c08ce927af084ba7e218f0,parallel-n64,"The optimization strategy involves decoding the register specifier `rs` only when necessary, reducing unnecessary operations for NOP instructions.",True,The optimization strategy involves decoding the register specifier `rs` only when necessary to avoid unnecessary operations during NOP instructions.,True
4634c735a8bb4f83b8099928fb12b50ad8df7b88,rocksdb,"The optimization strategy involved updating the `IncreaseParallelism` function to use the newer `max_background_jobs` setting instead of directly configuring `max_background_compactions` or `max_background_flushes`, improving thread utilization and reducing stalls.",False,The optimization strategy involved updating the `IncreaseParallelism` function to use the `max_background_jobs` setting instead of directly setting `max_background_compactions` or `max_background_flushes` to improve performance by reducing stalls.,False
de49613478f78b0f2fc0906de77fa4ff41ae0f7c,openocd-esp32,The optimization avoids unnecessary atomic DAP operations during debug initialization to improve performance.,False,The optimization strategy involved avoiding unnecessary atomic DAP operations to speed up debug initialization.,True
3bcf90c68e4b772fe3f27572e06bf0cc3cf398dd,v8,The optimization strategy eliminates redundant IntPtrOrSmiAdd operations in loop conditions by directly comparing the loop variable with a constant value.,True,The optimization strategy involved avoiding the generation of duplicated `IntPtrOrSmiAdd` operations in the loop's condition to streamline the code.,True
a02d4711263f3d50b6e5617cb1c89aae21a37f79,Vulkan-ValidationLayers,The optimization disables the friendly-name-mapping feature in SPIR-V validation to reduce processing overhead and improve performance.,False,The optimization strategy involved disabling the friendly-name-mapper in SPIR-V validation to improve performance by reducing overhead.,False
7e00ebf786b231b6ea264b3d4b8df6e7a5f0afd4,ngsolve,The optimization strategy involved simplifying or reducing the generality of SIMD constructor implementations to improve performance in non-AVX scenarios.,False,"The optimization strategy involves modifying the SIMD constructor to be less general for non-AVX architectures, likely to reduce overhead and improve performance.",False
0211dda68a4f6531923a2f72d8e8959207f59fba,kmsan,"The optimization strategy involved fixing a bug that prevented the DIM algorithm from updating its baseline sample, ensuring proper decision-making and stabilizing performance.",False,The optimization strategy involved updating the baseline sample after each iteration of the net_dim algorithm to ensure correct comparisons and improve performance.,False
fff033c6536dadb1dbcdd59aa6e563e045874f98,sycl,The optimization strategy involved reducing redundant operations by caching and reusing the last command event in a synchronized queue.,False,The optimization strategy involves reducing the overhead of event synchronization in the Level Zero backend by optimizing the handling of the LastCommandEvent in the synchronized queue.,False
9187dd90a98254d7b40a1e50e95d20e5562565fc,fbthrift,"The optimization avoids unnecessary default constructor calls in `emplace_back_default` by directly constructing objects in place when no allocator is used, reducing move and destructor overhead.",True,"The optimization strategy refactors `emplace_back_default` to avoid the default constructor when the allocator is not used, reducing one move constructor and one destructor call.",True
90d835507581324d0449f1ded4f56a8b16f20bf7,rocksdb,The optimization corrected an incorrect memory address calculation in a prefetch operation to ensure proper byte-level access instead of bit-level access.,False,The optimization strategy corrected the address calculation for prefetching by using the proper byte index instead of the bit index to reduce unnecessary memory access.,True
d5e6ba1ff1df8af3439d1144122f55acf72d118c,scylladb,The optimization strategy skips unnecessary disk reads and hash calculations during repair operations when there are no followers to repair with.,False,The optimization strategy involves skipping unnecessary disk reads and hash calculations in the repair process when there are no followers to repair with.,False
13b39a0c3e11ae44277599dc01512d620197b407,ZeroTierOne,The commit optimizes SQLite performance by tuning its configuration parameters for better efficiency.,False,The commit optimizes SQLite performance by tuning the database configuration and query execution parameters.,False
4704833357a8609e7c42df4f337f938a8e870c08,rocksdb,The optimization strategy involves passing an input string to the WriteBatch constructor by const reference to avoid unnecessary copying of the string data.,True,The optimization strategy involves passing the input string to WriteBatch() by const reference to reduce data copying.,True
cf420cca572b061fdd63587cb90904c641b6e216,llvm-leg,The optimization strategy involves improving block deletion by leveraging knowledge that predecessor blocks do not fall through into branch-only blocks if they are part of a jumptable.,False,The optimization strategy involves improving the deletion of blocks containing only branches by leveraging knowledge that the predecessor block does not fall through into them if it's a jumptable.,False
17731a57daf522c41c2c22755dd5f661f2f1fde4,dolphin-memory-engine,The optimization strategy involved changing a loop variable from a value copy to a const reference to avoid unnecessary copying during iteration.,True,The optimization strategy involved changing a loop variable from a value-based copy to a const reference to avoid unnecessary copying.,True
059c1996017df7a8af791f8855b148d23b9460c2,android_kernel_msm-5.4_nothing_sm7325,"The optimization removes redundant warning messages during heavy load to prevent excessive logging, which improves performance by reducing unnecessary output operations.",False,The optimization strategy involved removing a redundant warning message in the RX polling function to reduce unnecessary output and improve performance under heavy load.,False
1bacbd615ec005b605bd208117b546992527ac07,kram,"The optimization strategy used SIMD (Single Instruction, Multiple Data) instructions to improve the performance of the `decompose_scale` function by processing multiple data points in parallel.",True,"The optimization strategy used SIMD (Single Instruction, Multiple Data) instructions to accelerate the decompose_scale function.",True
6be06310230872c7bfa991c668cc9481ea112af8,SWIFT,The optimization strategy avoids using threadpool parallelization for waiting and unpacking cell proxies to reduce overhead.,False,The optimization strategy involves avoiding the use of threadpool parallelization for waiting and unpacking cell proxies to reduce overhead.,False
0534a2c6be2b00b5f564ffb001ed0e858ff9c237,Server,The optimization strategy replaced a string-splitting operation with a search-based approach to reduce dynamic memory management overhead and improve performance.,True,The optimization strategy involved replacing a string splitting operation with a string search operation to avoid dynamic memory management overhead.,True
2f0aa30425414f3105bc29dd39bfdb40cb684393,android_kernel_oneplus_msm8998,The optimization strategy involved reducing the RC6 timeout value to improve residency during active workloads.,False,The optimization strategy involved lowering the RC6 timeout value to improve RC6 residency during active loads.,False
857e4745c6998c63fa433cf7e0d0e7da6d0d18a7,DragonFlyBSD,The optimization strategy involved correcting the improper override of the sync_port setting in unix domain sockets to eliminate unnecessary netmsg traffic.,False,The optimization strategy involved fixing the improper override of the sync_port setting for unix domain sockets to reduce unnecessary netmsg traffic to netisr threads.,False
0a061b6f9ea8ea10414e04a6a87c14c6b12ad04b,solvespace,The optimization strategy parallelizes the creation of copies in step-and-repeat groups and combines them using unions of equal-sized shells to reduce boolean operation time.,False,The optimization strategy involves creating copies in parallel first and then combining them using unions of equal size shells to reduce the total time spent on boolean operations.,False
1a0cc7cc285e36f6048c984644edd4ee0554d51c,wesnoth,The optimization strategy used is passing a parameter by reference instead of by value to avoid unnecessary copying.,True,The optimization strategy involved changing the parameter passing method from by-value to by-reference to avoid unnecessary copying.,True
069cb27017de6476d47a70fbf144f69200d3e854,android_kernel_oneplus_msm8998,The optimization strategy involved adjusting the packet size in Bluetooth's L2CAP SAR mode to avoid unnecessary fragmentation and improve data packing efficiency.,False,"The optimization strategy involves improving data packing in SAR mode by avoiding unnecessary reduction of PDU size in the Start L2CAP SDU frame, allowing for longer payloads and reducing the number of required I-Frames.",False
2facef3bb66847f546418584a6033187d4dfc1ed,meow_hash,The optimization strategy involved improving short input hashing performance on ARMv8 by likely leveraging architecture-specific instructions or optimizations.,False,The optimization strategy improves short input hashing performance on ARMv8 by leveraging ARMv8-specific instructions or optimizations.,False
67d2fa11f122dfd15f157d59356bcfb69d3acc47,dolphin,"The optimization eliminates unnecessary arithmetic shift operations when the input is a constant zero, as shifting zero always results in zero.",True,"The optimization strategy involves eliminating unnecessary arithmetic shift operations when the input is a constant zero, as shifting zero always results in zero.",True
6302a9fba0778e63379a13946ccdfe0d257ed2d1,libarchive,The optimization avoids unnecessary calls to a read-ahead function when sufficient data is already available.,True,The optimization strategy avoids unnecessary calls to `archive_read_filter_ahead()` when sufficient data is already available.,True
5451b53703a529ff76123b7418fe2d624e122db6,flint,The optimization strategy involved reducing redundant computations and improving the efficiency of coefficient handling in the polynomial addition function.,False,The optimization strategy involved speeding up the `fmpq_poly_add_fmpq` function by improving its implementation to reduce computational overhead.,False
4e506c200bc7f0c59fa1092577c129d9723a1c6e,skia,"The optimization simplifies the implementation of the `Plus` function with anti-aliasing (AA) by reducing computational complexity, achieving a ~25% performance improvement.",False,The optimization strategy involved simplifying the implementation of the Plus operation with anti-aliasing (AA) to achieve a ~25% performance improvement.,False
b4724dbda23aed9148c91fb0cfc5f9052e376bee,BsodSurvivor,The optimization strategy involves improving return slot optimization by notifying memdep when removing memcpy operations to enhance memory dependency analysis.,False,The optimization strategy involves informing the memory dependence analysis (memdep) when removing a memcpy during return slot optimization to ensure correct memory behavior.,False
41a4651af6fd6830bff136ac26597d2ff480df52,v8,The optimization strategy involved expanding the scope of a trace event to include expensive setup operations for more accurate performance accounting.,False,"The optimization strategy involved extending the scope of the ""V8.OptimizeCode"" trace event to include the setup of the OptimizedCompilationJob, ensuring accurate performance measurement of expensive operations.",False
f69071265203edb0084f136b03bd4fcb42f16911,rocksdb,The optimization strategy involved reducing unnecessary operations during the shutdown process of the db_bench tool to improve performance.,False,The optimization strategy involved speeding up the shutdown process of db_bench by modifying the destructor of the Benchmark class.,False
68d506e0d15c0c412142be68ed006c65b641560f,edk2,The optimization strategy involves selecting the NonSmm BSP as the default SMM BSP to potentially improve performance by leveraging a higher-performing core instead of defaulting to Core0.,False,The optimization strategy involves using the NonSmm BSP (Boot Strap Processor) as the default SMM BSP to improve performance by leveraging the processor with the highest performance rather than defaulting to Core0.,False
e5f66a2aa00fa88ba3e0fb004510f0a630881ef1,valgrind-macos,The optimization strategy replaced an inefficient linear algorithm with a logarithmic (4-stage) approach to improve the performance of extracting the most significant bits from a 128-bit value.,False,The optimization strategy replaced a linear algorithm with a logarithmic (4-stage) algorithm to more efficiently concatenate the top bit of each 8-bit lane in a 128-bit value.,True
7bdd67c52a66425d6aee3bbef8af860d4cbbf1f3,NBlood,The optimization strategy reduces unnecessary computations by drawing the rainbow background at a fixed shade and avoiding fullbright colors.,False,"The optimization strategy involved adjusting the drawing parameters for the background 'rainbow' effect to use a specific shade and avoid fullbright colors, reducing unnecessary rendering overhead.",False
5589735763e6fe23039bb5b3dbc35f8472e4c416,mango,The optimization strategy involved adjusting the encode buffer size to improve performance during image encoding.,False,The optimization strategy involved tuning the buffer size used in the encoding process to improve performance.,True
97c9d4c64c870c1eceb1d6264f2457273e6e0738,llvm-leg,The optimization strategy involves enabling post-register allocation scheduling and full anti-dependency breaking to improve performance on embedded PowerPC cores.,False,"The optimization strategy involves enabling post-register allocation scheduling and full anti-dependency breaking on embedded PowerPC cores to improve performance, particularly for floating-point-intensive blocks.",False
2e1fb26b8b26e1dae81af890e3b0ea089218594c,Paddle,The optimization strategy used is to add `static inline` to the `MakeReturnPyObject` function to reduce function call overhead and improve performance by enabling potential compiler optimizations.,True,The optimization strategy involved adding `static inline` to the `MakeReturnPyObject` function to reduce function call overhead and improve performance by inlining the function.,True
bc5d127bd6b1fef4cf9888b92b2f09acea57bff3,magnum,The optimization strategy reduces redundant queries to the Arguments value by caching or restructuring access within the function.,True,The optimization strategy involves reducing unnecessary queries of the Arguments value in the --info output to avoid wasting time.,True
